id,date,title,type,epic_id,epic_title,month,pillar
DPMA-1348,11/24/25,"P2 [iOS, Android] Follow request notification copy confusing",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-968,11/24/25,[All] Add GPT-specific checklists at end of prompt,Story,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1320,11/24/25,Create/consolidate AI quality and safety thresholds: what is good and safe?,Story,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1416,11/24/25,[Spike] Geofencing,Story,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1370,11/25/25,Make replicas configurable per containerapp,Story,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1437,11/26/25,Allow users to edit metadata after Juvoly QR scan,Task,DPMA-952,BURNING! Q4,Nov-25,Connection
DPMA-1163,11/26/25,Implement asymmetric key encryption for Juvoly QR,Story,DPMA-952,BURNING! Q4,Nov-25,Connection
DPMA-1418,11/26/25,Create tickets for changing Error Handling in CCS,Story,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1376,11/26/25,Create landing page on dittocare.com (WIX) for deeplinks clicked on desktop,Task,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1431,11/26/25,"[iOS, Android] Shared event tiles remain visible on the home screen after logout",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Clarity
DPMA-1433,11/26/25,"[Android] After accepting follow invitation, user does not refresh to become clickable",Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1415,11/26/25,Create Epic for: Store User GDPR Consent,Task,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1449,11/26/25,Make ADR from QR Code,Story,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1372,11/26/25,Fix Health probes usage for AI and User service,Story,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1369,11/26/25,Add probes to ai-core and user-service,Story,DPMA-1279,Maintenance Q4,Nov-25,Clarity
DPMA-1446,11/26/25,Care Circle analytics are off in Mixpanel,Bug,DPMA-1280,[AI] Improvements Q4,Nov-25,Clarity
DPMA-1459,11/26/25,Update encryption declaration iOS,Story,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1435,11/27/25,[Android] Unshare button disappears after clickin. When user is logged out cannot unshare after logging back in.,Bug,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1377,11/27/25,CCS should give 403 when signature has expired.,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1423,11/27/25,Have a workshop with Niek to understand how he is using analytics,Task,DPMA-1422,Redesign Analytics event Structure,Nov-25,Clarity
DPMA-1470,11/27/25,"[iOS, Android] Complete profile - analytics",Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1461,11/27/25,Health probe routes cause application to fail,Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Clarity
DPMA-1396,11/28/25,Change order of homescreen cards,Bug,DPMA-1291,Care Network V1.1,Nov-25,Connection
DPMA-1378,11/28/25,Address Code Review,Story,DPMA-1131,Care Network v1 Polishing,Nov-25,Connection
DPMA-1472,11/28/25,[iOS] The back button in ‘Invitations’ (Complete Profile) is not centered,Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1469,11/28/25,"[iOS, Android] Empty string for invitation content sent from complete profile",Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1468,11/28/25,"[iOS] Clicking ""Skip"" in complete profile does not mark step as completed",Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1467,11/28/25,[Android] Incorrect behavior of field selection in profile completion on Android,Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1462,11/28/25,Write post-mortem on health probe bug,Story,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1463,11/28/25,DELETE /api/patients/devices/{deviceToken} endpoint returns 400 - device token not extracted from URL,Bug,DPMA-922,[FE] Inbox Q4,Nov-25,Fundamentals
DPMA-1268,11/29/25,Ask for review when people gave thumbs up on AI output,Story,DPMA-952,BURNING! Q4,Nov-25,Clarity
DPMA-1434,11/29/25,Replace T&C and Privacy Policy in the app,Story,DPMA-952,BURNING! Q4,Nov-25,Fundamentals
DPMA-1007,12/1/25,[Growth] Onboarding - Create Account Page - Improve comms & make more explanatory,Epic,,,Dec-25,Convenience
DPMA-1008,12/1/25,[Growth] Move Registration higher up in the funnel to enable personalisation,Epic,,,Dec-25,Convenience
DPMA-1409,12/1/25,Implement new profile setup flow,Story,DPMA-952,BURNING! Q4,Dec-25,Convenience
DPMA-1464,12/1/25,Implement Analytics for the new profile flow,Story,DPMA-952,BURNING! Q4,Dec-25,Convenience
DPMA-1466,12/1/25,Next button during profile name not shown,Bug,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1397,12/1/25,Fix spacing home card,Bug,DPMA-1291,Care Network V1.1,Dec-25,Connection
DPMA-1442,12/1/25,[iOS] Improve size orbit,Task,DPMA-1131,Care Network v1 Polishing,Dec-25,Connection
DPMA-1475,12/1/25,Validate token refresh logic on mobile app.,Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1424,12/1/25,Design analytics approach that will make hooking of the new functionality automatic,Task,DPMA-1422,Redesign Analytics event Structure,Dec-25,Fundamentals
DPMA-1311,12/1/25,Ensure with 95% confidence that evaluation dataset is representative,Story,DPMA-912,"[AI Quality, Measure] Create curated dataset",Dec-25,Clarity
DPMA-1191,12/1/25,Remove steps from onboarding,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Convenience
DPMA-1190,12/1/25,"Implement question ""where did you hear about Ditto""",Story,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1474,12/1/25,[AI] Audio that is too long returns a 500 instead of a validation error,Bug,DPMA-922,[FE] Inbox Q4,Dec-25,Clarity
DPMA-1420,12/2/25,Decide on Force update logic,Story,DPMA-952,BURNING! Q4,Dec-25,Convenience
DPMA-1384,12/2/25,don't accept multiple messages with same id.,Story,DPMA-1291,Care Network V1.1,Dec-25,Connection
DPMA-1476,12/2/25,Review Analytics ADR,Story,DPMA-1422,Redesign Analytics event Structure,Dec-25,Convenience
DPMA-1483,12/2/25,Fix pre-commit hooks in care circle repo,Bug,DPMA-922,[FE] Inbox Q4,Dec-25,Connection
DPMA-1477,12/2/25,Use new principal in User Service and CC Service Github Workflows,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Convenience
DPMA-1324,12/3/25,Write ADR for Firebase Remote Config usage,Task,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1400,12/3/25,Update endpoints policies,Story,DPMA-1291,Care Network V1.1,Dec-25,Connection
DPMA-1417,12/3/25,Create Endpoints versioning ADR,Story,DPMA-1291,Care Network V1.1,Dec-25,Connection
DPMA-1497,12/3/25,Review ADR for force update,Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1480,12/3/25,"[iOS, Android] Incorrect button size for invitation in complete profile",Bug,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1481,12/3/25,[Android] Missing user icon image in complete profile; incorrect icon visible to other users,Bug,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1425,12/4/25,Implement new events in the app,Task,DPMA-1422,Redesign Analytics event Structure,Dec-25,Fundamentals
DPMA-1495,12/4/25,Sticky button in onboarding feature explanation page,Task,DPMA-922,[FE] Inbox Q4,Dec-25,Convenience
DPMA-1465,12/4/25,"Bring back ""Refer a friend"" on settings page",Task,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1498,12/4/25,"Remove old ""create account"" cell from home view, and put there new profile cell with progress 0%",Story,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1508,12/4/25,Success modal after profile set-up completion,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1510,12/5/25,Add Figma links to epic description,Task,DPMA-1489,Appointment Preparation - phase 1 - revised event details,Dec-25,Clarity
DPMA-1436,12/5/25,Pincode unlock not working on older iPhone,Bug,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1444,12/5/25,"Change illustration ""no followers"" in share sheet",Task,DPMA-1131,Care Network v1 Polishing,Dec-25,Connection
DPMA-1445,12/5/25,Fix styling log-in modal,Task,DPMA-1131,Care Network v1 Polishing,Dec-25,Connection
DPMA-1516,12/5/25,User cannot log in on TCL phone,Bug,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1485,12/6/25,Refresh access token 30 seconds in advance before its expiration,Task,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1406,12/6/25,"Fix ""Force Update"" functionality",Task,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1522,12/8/25,Review modal not shown after confirming review intent (Android phone Anne),Bug,DPMA-1487,Ask For Review v2.0,Dec-25,Convenience
DPMA-1496,12/8/25,Trigger share modal after summary/event creation,Task,DPMA-922,[FE] Inbox Q4,Dec-25,Clarity
DPMA-1517,12/8/25,New profile: create account and login,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1518,12/8/25,Android review prompt doest show up on production,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Convenience
DPMA-1280,12/9/25,[AI] Improvements Q4,Epic,,,Dec-25,Clarity
DPMA-1492,12/9/25,Generate questions on BE for the next appointment,Task,DPMA-1586,Appointment Preparation - Phase 3 - Ai Backed,Dec-25,Clarity
DPMA-1323,12/9/25,"Plan and refine ""Prepare Apointment""",Task,DPMA-1489,Appointment Preparation - phase 1 - revised event details,Dec-25,Clarity
DPMA-1542,12/9/25,Doc explainer takes more than 2 minuts,Task,DPMA-952,BURNING! Q4,Dec-25,Clarity
DPMA-1494,12/9/25,Improve evaluation process for consequent sessions,Task,DPMA-912,"[AI Quality, Measure] Create curated dataset",Dec-25,Clarity
DPMA-1272,12/9/25,Make provider and location smarter and visible,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1502,12/10/25,CC service logs email adresses,Bug,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1515,12/10/25,Design pop-up invitation UI with illustration and WhatsApp button for superusers,Task,DPMA-1512,Show invite for user research to high-freq users,Dec-25,Connection
DPMA-1558,12/10/25,User service logs PII,Bug,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1521,12/11/25,Define other triggers for review pop-up,Task,DPMA-1487,Ask For Review v2.0,Dec-25,Convenience
DPMA-1560,12/11/25,Calculate PTU needed for our LLM usage,Story,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1187,12/11/25,Create ADR for Mobile architecture,Story,DPMA-1131,Care Network v1 Polishing,Dec-25,Connection
DPMA-1540,12/11/25,Fix CVE-2025-65945 in user service,Task,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1559,12/11/25,Prepare postmortem for quota,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Fundamentals
DPMA-1553,12/12/25,Disable Analytics on a hidden button,Story,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1563,12/12/25,Fix logic of refresh token from Auth0 SDK,Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1070,12/12/25,[Azure] Limit service principal scope to specific resource groups  [DevOps 2MD],Task,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Dec-25,Fundamentals
DPMA-1486,12/15/25,Improved Activation with Videos,Epic,,,Dec-25,Convenience
DPMA-1541,12/15/25,(Android) Can't approve follow request,Task,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1554,12/15/25,Bootstrap graceful degradation notification,Story,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1507,12/15/25,Save button not shown on Date Picker view,Bug,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1565,12/15/25,Summary Customization v 0.1,Story,DPMA-1131,Care Network v1 Polishing,Dec-25,Clarity
DPMA-1448,12/15/25,"Implement Ditto Series ""activation""",Task,DPMA-1486,Improved Activation with Videos,Dec-25,Convenience
DPMA-1556,12/15/25,Refine the security epic,Story,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Dec-25,Fundamentals
DPMA-606,12/15/25,[iOS] Fix toaster text summary created,Story,DPMA-922,[FE] Inbox Q4,Dec-25,Clarity
DPMA-1564,12/16/25,Implement new triggers (see epic desc),Task,DPMA-1487,Ask For Review v2.0,Dec-25,Convenience
DPMA-1588,12/16/25,Update copy typos and inconsistencies  (already done in Localize),Story,DPMA-952,BURNING! Q4,Dec-25,Convenience
DPMA-1529,12/16/25,Implement Ditto Christmas theme in mobile app,Task,DPMA-952,BURNING! Q4,Dec-25,Convenience
DPMA-1523,12/16/25,Design the technical solution,Task,DPMA-1488,Change Profile Picture V1,Dec-25,Convenience
DPMA-1487,12/18/25,Ask For Review v2.0,Epic,,,Dec-25,Convenience
DPMA-1555,12/18/25,Run vulnerability scan weekly for all backend repo's,Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1579,12/19/25,Make sure that “how to release” section is in the readme of each project.,Task,DPMA-952,BURNING! Q4,Dec-25,Fundamentals
DPMA-1552,12/22/25,Machine translation component for language extension,Story,DPMA-1493,Language Extension Unlocking,Dec-25,Convenience
DPMA-1600,12/30/25,Review Tracking: cleaning payloads,Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1601,12/30/25,Change how events are reported on Mixpanel (each separated),Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1602,12/30/25,Include referrals and goals in event (profile completion),Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1598,12/30/25,Make profile completion goals set same as referral source: Mixpanel,Story,DPMA-1279,Maintenance Q4,Dec-25,Clarity
DPMA-1513,12/30/25,Implement event count tracking for high-frequency users,Task,DPMA-1512,Show invite for user research to high-freq users,Dec-25,Connection
DPMA-1069,1/5/26,[CI/CD] Reduce GitHub Actions privileged access to infrastructure [DevOps 1MD for analysis],Task,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Jan-26,Fundamentals
DPMA-997,1/5/26,Integrate Adjust into MixPanel,Task,DPMA-922,[FE] Inbox Q4,Jan-26,Fundamentals
DPMA-1546,1/6/26,Add bullet points to notes,Story,DPMA-1489,Appointment Preparation - phase 1 - revised event details,Jan-26,Clarity
DPMA-1549,1/6/26,New Add Appointment View UI Components,Story,DPMA-1489,Appointment Preparation - phase 1 - revised event details,Jan-26,Clarity
DPMA-1548,1/6/26,New Event Detail View UI,Story,DPMA-1489,Appointment Preparation - phase 1 - revised event details,Jan-26,Clarity
DPMA-1547,1/6/26,Extend Event model with questions,Story,DPMA-1489,Appointment Preparation - phase 1 - revised event details,Jan-26,Clarity
DPMA-1609,1/6/26,Change copy of error message when no summary possible,Story,DPMA-1605,Get help from Doctor Ditto - Phase 0,Jan-26,Clarity
DPMA-1534,1/6/26,Refactor logic of Event Detail Screen,Task,DPMA-1530,Revise Event Detail screen,Jan-26,Clarity
DPMA-1490,1/6/26,Refactor event detail view with new navigation,Task,DPMA-1530,Revise Event Detail screen,Jan-26,Clarity
DPMA-1514,1/6/26,Implement trigger pop-up after 5th (or subsequent) event creation,Task,DPMA-1512,Show invite for user research to high-freq users,Jan-26,Connection
DPMA-1617,1/6/26,Release - Prep,Task,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-1530,1/7/26,Revise Event Detail screen,Epic,,,Jan-26,Clarity
DPMA-1489,1/7/26,Appointment Preparation - phase 1 - revised event details,Epic,,,Jan-26,Clarity
DPMA-1512,1/7/26,Show invite for user research to high-freq users,Epic,,,Jan-26,Connection
DPMA-1279,1/7/26,Maintenance Q4,Epic,,,Jan-26,Clarity
DPMA-952,1/7/26,BURNING! Q4,Epic,,,Jan-26,Fundamentals
DPMA-922,1/7/26,[FE] Inbox Q4,Epic,,,Jan-26,Fundamentals
DPMA-923,1/7/26,[BE] Inbox Q4,Epic,,,Jan-26,Fundamentals
DPMA-918,1/7/26,[Infra] Take infrastructure cost under control,Epic,,,Jan-26,Fundamentals
DPMA-1016,1/7/26,[Android] Bring Android on Par with iOS low Prio,Epic,,,Jan-26,Fundamentals
DPMA-1493,1/7/26,Language Extension Unlocking,Epic,,,Jan-26,Convenience
DPMA-1627,1/7/26,UX flow: share transcript with doctor Ditto,Story,DPMA-1605,Get help from Doctor Ditto - Phase 0,Jan-26,Clarity
DPMA-1619,1/7/26,Design transcript sharing UX,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Clarity
DPMA-1539,1/7/26,Develop transcript summary and return UX,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Clarity
DPMA-820,1/7/26,"Remove notes option from ""edit event""",Task,DPMA-1016,[Android] Bring Android on Par with iOS low Prio,Jan-26,Fundamentals
DPMA-818,1/7/26,"Wrong ""back"" actions on ""detailed"" privacy policy or terms and conditions",Bug,DPMA-1016,[Android] Bring Android on Par with iOS low Prio,Jan-26,Clarity
DPMA-850,1/7/26,"Edit details, filled in name of organisation is not shown.",Bug,DPMA-1016,[Android] Bring Android on Par with iOS low Prio,Jan-26,Clarity
DPMA-124,1/7/26,"Backups (ensure, that OS backs it up properly)",Story,DPMA-1016,[Android] Bring Android on Par with iOS low Prio,Jan-26,Fundamentals
DPMA-1040,1/7/26,Check Domain Score since mails end up in spam,Story,DPMA-923,[BE] Inbox Q4,Jan-26,Clarity
DPMA-884,1/7/26,Make unified in-control opentelemetry setup for all backend services,Task,DPMA-875,[Infra] Inbox Q4,Jan-26,Fundamentals
DPMA-931,1/7/26,Create solution for hosting logo asset for auth0 usage,Task,DPMA-875,[Infra] Inbox Q4,Jan-26,Fundamentals
DPMA-939,1/7/26,Improve the Auth0 email,Task,DPMA-875,[Infra] Inbox Q4,Jan-26,Clarity
DPMA-953,1/7/26,Fix the Auth0 verification email issues,Story,DPMA-875,[Infra] Inbox Q4,Jan-26,Clarity
DPMA-645,1/7/26,"Add AI cost monitoring to ""helicopter"" dashboard. 1h",Task,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Clarity
DPMA-1331,1/7/26,Implement Force update on iOS #2,Story,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Convenience
DPMA-875,1/8/26,[Infra] Inbox Q4,Epic,,,Jan-26,Fundamentals
DPMA-714,1/8/26,[AI] Inbox Q4,Epic,,,Jan-26,Clarity
DPMA-1632,1/8/26,"Decide what to do UX wise, if transcript is available, but not the summary",Task,DPMA-1605,Get help from Doctor Ditto - Phase 0,Jan-26,Clarity
DPMA-1630,1/8/26,[BE] Return transcript if summary is not possible,Task,DPMA-1605,Get help from Doctor Ditto - Phase 0,Jan-26,Clarity
DPMA-636,1/8/26,Need to reauthenticate when trying to transcrive >= 3 events simultaneously,Bug,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1655,1/8/26,[FE] Juvoly QR decoding produces invalid characters,Task,DPMA-1634,Must go next release Q1,Jan-26,Connection
DPMA-937,1/8/26,Gather judges and plan session,Task,DPMA-912,"[AI Quality, Measure] Create curated dataset",Jan-26,Clarity
DPMA-710,1/8/26,RAG PoC and eval,Task,DPMA-714,[AI] Inbox Q4,Jan-26,Clarity
DPMA-1318,1/8/26,[Spike] Extract next appointment info from previous appointment,Story,DPMA-714,[AI] Inbox Q4,Jan-26,Clarity
DPMA-1011,1/8/26,Delete Orphan audio files,Story,DPMA-1638,[BE] Inbox Q1,Jan-26,Fundamentals
DPMA-1246,1/8/26,Fix Auth0 Verification Email,Story,DPMA-1638,[BE] Inbox Q1,Jan-26,Clarity
DPMA-688,1/8/26,Not getting notifications,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-754,1/8/26,Add styling options to notes,Story,DPMA-1639,[FE] Inbox Q1,Jan-26,Convenience
DPMA-802,1/8/26,[iOS] Links to Legal documents missing on onboarding screen,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Convenience
DPMA-970,1/8/26,[Android] User cannot set pincode for Ditto security,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-972,1/8/26,[iOS] Do not receive notifications about summary transcribed,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Clarity
DPMA-554,1/8/26,[iOS] Fix closing scanner,Story,DPMA-1639,[FE] Inbox Q1,Jan-26,Convenience
DPMA-557,1/8/26,Update appointment actions,Story,DPMA-1639,[FE] Inbox Q1,Jan-26,Convenience
DPMA-566,1/8/26,"Profile page: link ""sign in"" and ""create account"" directly to Auth0",Story,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-626,1/8/26,A generic error is returned when too long audio file is uploaded for summarisation.,Task,DPMA-1639,[FE] Inbox Q1,Jan-26,Clarity
DPMA-978,1/8/26,[Both] Change Auth0 account creation screen,Story,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-979,1/8/26,Update Auth0 layout and logic,Story,DPMA-1639,[FE] Inbox Q1,Jan-26,Fundamentals
DPMA-1024,1/8/26,[Android] Delete button in save recording dialog lacks confirmation protection,Bug,DPMA-1639,[FE] Inbox Q1,Jan-26,Clarity
DPMA-1631,1/9/26,"[FE] Implement ""share transcript"" if transcript is present, but not the summary",Task,DPMA-1605,Get help from Doctor Ditto - Phase 0,Jan-26,Clarity
DPMA-1742,1/9/26,Fix copy error message in small card,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Connection
DPMA-1743,1/9/26,Detach policy bullet points from the blue box,Task,DPMA-1537,Get help from Doctor Ditto - Phase 1,Jan-26,Connection
DPMA-1629,1/9/26,Remove Xmas card,Story,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1006,1/9/26,"Share file (image, pdf, audio) with Ditto",Task,DPMA-1639,[FE] Inbox Q1,Jan-26,Connection
DPMA-1708,1/9/26,Agree with engineers on code changes quality control.,Task,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-1711,1/9/26,Write Release Procedure,Task,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Fundamentals
DPMA-1654,1/9/26,[Infra] Firewall blocks requests wth non-utf8 characters in document explainer requests,Task,DPMA-918,[Infra] Take infrastructure cost under control,Jan-26,Clarity
DPMA-912,1/12/26,"[AI Quality, Measure] Create curated dataset",Epic,,,Jan-26,Clarity
DPMA-1614,1/12/26,[BE] Provide a public view on a person profile by their user ID for every authenticated user,Task,DPMA-1488,Change Profile Picture V1,Jan-26,Convenience
DPMA-1526,1/12/26,Make design of notification center,Task,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-1625,1/12/26,In-app inbox follow up actions per type,Story,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-1626,1/12/26,In-app inbox message types,Story,DPMA-1503,In-app inbox (v1),Jan-26,Fundamentals
DPMA-890,1/12/26,[iOS] Feedback AI copy and pop-up incorrect,Bug,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1050,1/12/26,[iOS] Old Strings Displayed for Thumbs Up/Down in Feedback Card 2/2 After Creating Summary,Bug,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1610,1/12/26,Design flow for putting in appointment directly after onboarding,Task,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1623,1/12/26,Improved activation: add an appointment,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1751,1/12/26,Ditto Doc. Fix title in Dutch,Task,DPMA-1634,Must go next release Q1,Jan-26,Fundamentals
DPMA-1214,1/12/26,Delete unsubscribe users from db user-service,Story,DPMA-1634,Must go next release Q1,Jan-26,Fundamentals
DPMA-1752,1/12/26,Add retry button for previously failed summaries,Task,DPMA-1634,Must go next release Q1,Jan-26,Clarity
DPMA-1624,1/13/26,Set-up user research for Care Circle V2,Story,DPMA-1616,CC V2 | Discover & Define,Jan-26,Connection
DPMA-1595,1/13/26,[FE] Implement CRUD for own profile pictures,Task,DPMA-1488,Change Profile Picture V1,Jan-26,Convenience
DPMA-1615,1/13/26,[FE] Make sure Fe components can return from endpoints requiring auth,Task,DPMA-1488,Change Profile Picture V1,Jan-26,Convenience
DPMA-1723,1/13/26,Update first time use screens,Story,DPMA-1722,Design polishing,Jan-26,Convenience
DPMA-893,1/13/26,Make data ownership decorator for all endpoints,Story,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1761,1/13/26,Fix high/critical vulnerabilities in Care Circle Service,Task,DPMA-1634,Must go next release Q1,Jan-26,Connection
DPMA-1077,1/13/26,[Network] Upgrade TLS to 1.3 and disable legacy protocols,Task,DPMA-1584,"Security, Important, Q1",Jan-26,Convenience
DPMA-1692,1/14/26,Expoloration Care Circle V2,Story,DPMA-1616,CC V2 | Discover & Define,Jan-26,Connection
DPMA-1439,1/14/26,"[BE] As a user, I want to be able to edit my profile picture",Story,DPMA-1488,Change Profile Picture V1,Jan-26,Convenience
DPMA-1787,1/14/26,[iOS] All newly added strings are invalid.,Bug,DPMA-1488,Change Profile Picture V1,Jan-26,Fundamentals
DPMA-1788,1/14/26,[iOS]  Unable to change profile photo after user registration via email on iOS,Bug,DPMA-1488,Change Profile Picture V1,Jan-26,Clarity
DPMA-1789,1/14/26,"[iOS[ Unable to change photo in edit profile details, screen closes after selecting photo from gallery",Bug,DPMA-1488,Change Profile Picture V1,Jan-26,Clarity
DPMA-1633,1/14/26,Give Iman the Ultimate access rights to Azure,Story,DPMA-1760,Operational Inbox Q1,Jan-26,Fundamentals
DPMA-1131,1/15/26,Care Network v1 Polishing,Epic,,,Jan-26,Connection
DPMA-1422,1/15/26,Redesign Analytics event Structure,Epic,,,Jan-26,Fundamentals
DPMA-1859,1/16/26,[Android] Avatar image reloads on every screen navigation,Bug,DPMA-1488,Change Profile Picture V1,Jan-26,Convenience
DPMA-1593,1/16/26,[FE] Fetch profiles and pictures of our care circle through care circle service,Task,DPMA-1488,Change Profile Picture V1,Jan-26,Connection
DPMA-1777,1/16/26,"Change title ""Uw notitie"" on event detail",Task,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1778,1/16/26,Start a bullet list item in note taking with a capital letter,Task,DPMA-1635,Maintenance Q1,Jan-26,Clarity
DPMA-1747,1/16/26,Prepare video shoot with Dr. Ditto (Geert),Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1749,1/16/26,Shoot & edit Dr. Ditto video,Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1764,1/16/26,"Ask users for appstore feedback after 2 successful summaries, not 3",Story,DPMA-1621,Mission: Activation Fix - Phase 1 - Create Manual Appointment for New Users,Jan-26,Convenience
DPMA-1776,1/16/26,Add appointment: change order of input fields,Task,DPMA-1634,Must go next release Q1,Jan-26,Convenience
DPMA-1693,1/16/26,Onboard myself on Ditto AI tools,Story,DPMA-1760,Operational Inbox Q1,Jan-26,Clarity
DPMA-1605,1/19/26,Get help from Doctor Ditto - Phase 0,Epic,,,Jan-26,Connection
DPMA-1488,1/19/26,Change Profile Picture V1,Epic,,,Jan-26,Convenience
DPMA-1550,1/19/26,New appointment preparation flow,Story,DPMA-1599,Appointment Preparation - Phase 2 - Questions before appointment,Jan-26,Convenience
DPMA-1798,1/19/26,Design discovery features,Story,DPMA-1616,CC V2 | Discover & Define,Jan-26,Convenience
